a,b,c,alpha,phi1,PHI,phi2,GrainID
0.30061,0.16506,0.30061,121.56,52.71,114.15,200.68,432
3.7303,0.99588,3.7303,76.361,187.22,123.44,280.83,433
0.16501,0.069365,0.16501,90,42.466,88.301,251.23,434
0.16501,0.069365,0.16501,30,20.743,109.63,158.41,435
0.13768,0.10935,0.13768,120,44.784,158.08,100.33,436
0.16068,0.13477,0.16068,60,283.43,107.51,223.03,437
0.11776,0.10209,0.11776,60,263.67,6.2826,288.49,438
0.11776,0.10209,0.11776,120,57.349,64.908,83.31,439
0.11776,0.10209,0.11776,120,94.424,147.97,40.739,440
0.15782,0.11486,0.15782,30,230.64,31.01,68.867,441
0.11776,0.10209,0.11776,60,93.046,148.14,39.568,442
1.1785,0.4749,1.1785,71.016,228.98,14.142,90.918,443
0.39634,0.19615,0.39634,91.163,218.77,137.44,295.37,444
0.13768,0.10935,0.13768,120,20.551,140.12,239.18,445
0.16068,0.13477,0.16068,120,315.19,114.28,218.21,446
0.16422,0.11267,0.16422,120,41.121,105.15,233.24,447
0.14013,0.084933,0.14013,120,50.912,114.16,201.16,448
0.31982,0.14461,0.31982,118.01,51.252,114.57,201.31,449
0.11776,0.10209,0.11776,120,229.56,140.74,158.07,450
0.11776,0.10209,0.11776,120,26.832,106.28,119.73,451
0.15558,0.096246,0.15558,101.56,231.07,140.97,159.32,452
0.11776,0.10209,0.11776,60,157.83,76.887,306.94,453
0.26767,0.13293,0.26767,74.45,52.168,114.55,200.42,454
0.54335,0.20124,0.54335,85.114,52.574,114.42,200.99,455
0.30305,0.14028,0.30305,123.55,158.51,77.056,306.62,456
0.16068,0.13477,0.16068,60,130.02,130.17,49.373,457
0.14013,0.084933,0.14013,120,43.18,157.35,98.483,458
0.11776,0.10209,0.11776,60,245.19,116.56,347.04,459
0.16068,0.13477,0.16068,60,250.94,28.582,3.5373,460
0.2881,0.13464,0.2881,122.49,235.83,74.902,334.32,461
0.16068,0.13477,0.16068,120,269.59,83.948,116.8,462
0.16068,0.13477,0.16068,180,344.6,122.98,57.759,463
0.11776,0.10209,0.11776,180,27.321,114.04,185.44,464
0.16422,0.11267,0.16422,0,50.931,114.78,200.91,465
0.11776,0.10209,0.11776,5.7351e-09,50.54,114.53,201.23,466
0.15558,0.096246,0.15558,138.44,156.23,76.008,306.51,467
0.36408,0.19534,0.36408,90.402,230.84,140.64,158.29,468
0.15558,0.096246,0.15558,18.436,230.88,140.3,158.04,469
0.13768,0.10935,0.13768,1.6729e-10,37.067,81.426,85.656,470
0.16068,0.13477,0.16068,120,340.42,117.65,229.6,471
0.15558,0.096246,0.15558,78.436,302.97,175.76,41.055,472
0.080789,0.080789,0.080789,90,20.328,77.317,62.061,473
0.16501,0.069365,0.16501,30,33.968,147.24,12.815,474
0.13768,0.10935,0.13768,120,293.83,64.917,168.61,475
0.11776,0.10209,0.11776,120,346.35,104.63,191.49,476
0.16068,0.13477,0.16068,120,80.803,45.156,192.14,477
0.15558,0.096246,0.15558,41.564,179.78,2.3206,244.87,478
0.16068,0.13477,0.16068,120,191.1,163.54,92.635,479
0.15751,0.15751,0.15751,90.081,332.07,131.14,243.71,480
0.16068,0.13477,0.16068,180,30.761,138.6,113.55,481
0.25737,0.16683,0.25737,176.59,77.343,146.11,273.99,482
0.14013,0.084933,0.14013,5.626e-11,231.96,43.555,152.8,483
0.13768,0.10935,0.13768,120,349.33,6.5588,119.18,484
0.15751,0.15751,0.15751,0.34858,324.28,33.885,237.57,485
0.15782,0.11486,0.15782,90,50.791,115.21,201.11,486
0.15782,0.11486,0.15782,90,26.448,107.3,120.08,487
0.29479,0.15544,0.29479,165.69,179.73,58.191,3.7219,488
0.56706,0.32118,0.56706,71.1,156.28,76.409,306.74,489
0.14013,0.084933,0.14013,5.5989e-11,131.41,70.434,116.57,490
0.40723,0.17346,0.40723,117.54,323.48,34.308,238.59,491
0.14835,0.12472,0.14835,90,156.66,75.804,307.13,492
0.16068,0.13477,0.16068,60,323.1,34.695,238.81,493
0.13768,0.10935,0.13768,60,156.83,75.54,307.41,494
0.41791,0.23836,0.41791,52.486,28.047,107.4,119.78,495
0.080789,0.080789,0.080789,8.0535,269.03,110.14,164.68,496
0.080789,0.080789,0.080789,176.29,88.606,69.602,285.28,497
0.080789,0.080789,0.080789,151.23,204.44,63.125,351.6,498
0.13768,0.10935,0.13768,120,42.189,41.517,185.83,499
0.16501,0.069365,0.16501,90,310.34,110.4,270.73,500
1.7271,1.448,1.7271,174.53,125.34,84.864,71.376,501
0.14013,0.084933,0.14013,120,3.9738,153.11,152.38,502
0.16501,0.069365,0.16501,90,3.449,153.07,150.68,503
0.36305,0.23915,0.36305,130.79,350.82,72.511,116.06,504
0.13768,0.10935,0.13768,120,48.256,81.979,241.67,505
0.080789,0.080789,0.080789,0.19357,44.652,102.81,95.597,506
0.080789,0.080789,0.080789,2.1344e-07,212.73,31.847,59.247,507
0.11776,0.10209,0.11776,120,22.23,133.91,171.47,508
0.16068,0.13477,0.16068,60,98.725,83.099,75.07,509
0.15751,0.15751,0.15751,178.62,79.663,40.305,205.24,510
0.15558,0.096246,0.15558,101.56,31.697,90.333,162.2,511
0.49928,0.42848,0.49928,112.48,60.827,151.89,166.03,512
0.15558,0.096246,0.15558,41.564,210.31,92.875,108.3,513
0.15782,0.11486,0.15782,30,227.83,140.31,157.09,514
0.14835,0.12472,0.14835,30,65.376,138.95,170.31,515
0.16068,0.13477,0.16068,8.8889e-12,131.73,70.391,117,516
0.11776,0.10209,0.11776,120,27.843,107.61,119.93,517
0.16422,0.11267,0.16422,120,230.18,140.38,157.67,518
0.47352,0.16384,0.47352,62.626,10.096,32.95,127.58,519
0.11776,0.10209,0.11776,60,90.103,72.724,284.53,520
0.16501,0.069365,0.16501,90,182.7,23.785,299.58,521
1.2018,0.36511,1.2018,64.432,60.423,68.104,172.13,522
0.15782,0.11486,0.15782,30,251.42,32.915,150.39,523
0.30744,0.14854,0.30744,53.835,279.42,77.452,129.98,524
0.11776,0.10209,0.11776,60,261.14,156.25,357.51,525
0.15782,0.11486,0.15782,90,145.06,47.312,73.529,526
0.14013,0.084933,0.14013,180,230.98,51.093,357.69,527
0.11776,0.10209,0.11776,60,7.7296,32.381,128.08,528
0.11776,0.10209,0.11776,60,228.7,140.79,158.03,529
0.14835,0.12472,0.14835,90,107.12,61.035,288.83,530
0.15782,0.11486,0.15782,150,156.85,75.92,307.05,531
0.15558,0.096246,0.15558,41.564,50.884,39.695,201.95,532
0.16501,0.069365,0.16501,90,232.28,50.261,351.39,533
0.15558,0.096246,0.15558,78.436,1.5296,79.099,164.79,534
0.15782,0.11486,0.15782,30,204.6,63.263,218.7,535
0.11776,0.10209,0.11776,60,49.856,133.11,93.83,536
0.30016,0.11796,0.30016,108.81,118.98,103.16,245.87,537
0.080789,0.080789,0.080789,90,349.38,138.8,163.85,538
0.11776,0.10209,0.11776,60,299.71,9.7061,248.25,539
0.080789,0.080789,0.080789,90.097,2.8187,125.95,147.95,540
0.16068,0.13477,0.16068,60,246.45,122.01,315.17,541
0.15751,0.15751,0.15751,137.82,187.47,102.4,112.62,542
0.11776,0.10209,0.11776,120,329.53,83.151,210.28,543
0.30643,0.12774,0.30643,114.83,136.69,136.67,298.74,544
0.11776,0.10209,0.11776,3.8969e-09,266.91,82.766,210.95,545
1.1573,0.29106,1.1573,88.948,318.39,88.28,105.86,546
0.16501,0.069365,0.16501,90,43.539,164.55,174.88,547
0.14013,0.084933,0.14013,60,46.394,40.393,181.95,548
0.080789,0.080789,0.080789,6.1395,50.399,128.77,92.22,549
0.28818,0.2334,0.28818,171.24,28.069,107.79,119.78,550
0.33921,0.31605,0.33921,105.02,261.82,129.29,342.66,551
0.16068,0.13477,0.16068,60,208.06,72.364,330.31,552
0.16068,0.13477,0.16068,120,231.71,139.84,158.53,553
0.15782,0.11486,0.15782,90,357.73,134.87,183.75,554
0.13768,0.10935,0.13768,120,7.8722,25.028,106.68,555
0.14835,0.12472,0.14835,90,276.57,74.614,125.3,556
0.15782,0.11486,0.15782,90,305.17,87.315,296.89,557
0.11776,0.10209,0.11776,180,16.511,125.12,160.92,558
0.13768,0.10935,0.13768,60,63.058,89.169,39.195,559
0.15782,0.11486,0.15782,90,358.73,42.858,184.47,560
0.11776,0.10209,0.11776,60,349.37,78.524,116.65,561
0.16422,0.11267,0.16422,120,5.9144,134.22,8.1473,562
0.15558,0.096246,0.15558,138.44,287.63,111.65,227.82,563
0.13768,0.10935,0.13768,3.7657e-10,346.35,93.951,218.53,564
0.11776,0.10209,0.11776,60,156.23,77.463,307.24,565
0.15558,0.096246,0.15558,18.436,322.02,33.538,239.97,566
0.35685,0.1975,0.35685,16.425,131.51,70.704,295.86,567
0.13768,0.10935,0.13768,120,228.97,140.9,157.63,568
0.15782,0.11486,0.15782,90,157.21,75.906,307.37,569
0.15782,0.11486,0.15782,30,132.15,70.025,117.43,570
0.16068,0.13477,0.16068,6.445e-12,53.126,116.2,201.21,571
0.29479,0.15544,0.29479,134.31,325.66,33.464,237.81,572
0.11776,0.10209,0.11776,60,91.116,66.17,216.27,573
0.080789,0.080789,0.080789,179.68,5.8606,106.03,109.63,574
0.14835,0.12472,0.14835,30,103.57,48.366,70.29,575
0.16501,0.069365,0.16501,90,298.76,76.731,295.12,576
0.16422,0.11267,0.16422,180,348.32,136.83,161.36,577
0.13768,0.10935,0.13768,120,260.91,68.863,141.66,578
0.16501,0.069365,0.16501,90,155.65,54.071,24.765,579
0.16501,0.069365,0.16501,90,261.08,68.965,141.31,580
0.14835,0.12472,0.14835,30,305.53,63.996,103.08,581
0.29479,0.15544,0.29479,165.69,352,98.112,34.174,582
0.14013,0.084933,0.14013,60,74.541,77.829,64.443,583
0.14013,0.084933,0.14013,60,221.22,36.186,232.46,584
0.15782,0.11486,0.15782,90,171.08,53.116,60.973,585
4.0708,2.4607,4.0708,36.231,295.08,96.819,336.08,586
0.11776,0.10209,0.11776,60,299.44,146.73,237.03,587
0.16068,0.13477,0.16068,60,50.709,115.51,200.28,588
0.28148,0.15158,0.28148,121.75,50.33,114.54,200.24,589
0.25157,0.1431,0.25157,4.1591,131.7,71.091,295.65,590
0.16068,0.13477,0.16068,180,229.83,141.85,159.17,591
0.14835,0.12472,0.14835,150,26.872,106.97,120.26,592
0.16068,0.13477,0.16068,180,106.9,97.506,71.259,593
0.28548,0.17381,0.28548,180,27.168,107.68,120.65,594
0.16068,0.13477,0.16068,2.0084e-12,288.62,43.35,158.56,595
0.080789,0.080789,0.080789,90,157.69,75.417,308.3,596
0.32944,0.1941,0.32944,102.01,230.69,139.25,157.62,597
0.16422,0.11267,0.16422,60,231.35,139,157.8,598
0.29978,0.26931,0.29978,4.2733e-11,53.044,116.12,201.07,599
0.15782,0.11486,0.15782,150,180.46,87.623,269.26,600
0.16068,0.13477,0.16068,60,215.55,115.39,119.89,601
0.16068,0.13477,0.16068,180,90.293,66.484,216.82,602
0.38383,0.28829,0.38383,75.573,194.84,58.686,105.01,603
0.16068,0.13477,0.16068,60,334.43,79.083,206.3,604
0.13768,0.10935,0.13768,180,35.049,127.44,169.79,605
0.13768,0.10935,0.13768,120,250.09,151.51,316.01,606
0.14835,0.12472,0.14835,30,8.0619,95.874,98.228,607
0.13768,0.10935,0.13768,180,30.493,132.37,112.51,608
0.11776,0.10209,0.11776,60,187.86,112.31,107.94,609
0.16501,0.069365,0.16501,90,194,75.101,159.23,610
0.080789,0.080789,0.080789,90.053,47.499,75.926,171.98,611
0.16422,0.11267,0.16422,120,18.87,66.862,85.964,612
0.15558,0.096246,0.15558,41.564,322.86,33.135,238.87,613
0.14013,0.084933,0.14013,60,261.54,129.94,165.13,614
0.46736,0.33228,0.46736,58.362,321.75,32.908,240.31,615
0.11776,0.10209,0.11776,180,26.453,105.7,119.34,616
0.16068,0.13477,0.16068,180,131.98,70.03,117.4,617
0.080789,0.080789,0.080789,0,157.61,75.162,307.98,618
0.27321,0.16774,0.27321,52.524,53.278,116.52,201.83,619
0.15751,0.15751,0.15751,180,182.97,76.274,139.81,620
0.13768,0.10935,0.13768,60,114.79,15.604,137.64,621
0.15558,0.096246,0.15558,41.564,149.74,62.792,225.95,622
0.13768,0.10935,0.13768,180,335.64,125.05,244.71,623
0.14835,0.12472,0.14835,90,17.135,58.21,147.59,624
0.16068,0.13477,0.16068,120,267.95,28.9,161.66,625
0.080789,0.080789,0.080789,90.034,29.621,50.326,174.45,626
0.080789,0.080789,0.080789,90.019,40.614,105.97,233.44,627
0.15782,0.11486,0.15782,150,244.13,100.11,317.92,628
0.31997,0.17479,0.31997,60,50.304,113.9,109.98,629
0.13768,0.10935,0.13768,120,322.4,32.455,240.15,630
0.16501,0.069365,0.16501,90,132.14,70.535,116.25,631
0.5124,0.35864,0.5124,178.66,28.254,108.14,119.53,632
0.16068,0.13477,0.16068,180,187.43,46.559,146.35,633
0.14013,0.084933,0.14013,60,115.15,104.03,254.94,634
0.15558,0.096246,0.15558,78.436,143.7,60.052,19.158,635
0.15558,0.096246,0.15558,78.436,40.72,109.68,173.34,636
0.11776,0.10209,0.11776,60,175.43,46.525,198.26,637
0.15558,0.096246,0.15558,78.436,109.16,51.479,234.58,638
0.26122,0.13564,0.26122,131.25,200.42,103.6,119.03,639
0.14013,0.084933,0.14013,60,59.929,65.296,245.8,640
0.1256,0.071478,0.1256,90,2.2406,125.7,149.13,641
0.14013,0.084933,0.14013,180,135.66,58.783,46.472,642
0.080789,0.080789,0.080789,179.28,128.94,32.683,291.91,643
0.11776,0.10209,0.11776,120,85.882,19.214,182.18,644
0.11776,0.10209,0.11776,120,91.155,91.312,238.51,645
0.11776,0.10209,0.11776,120,178.09,28.617,95.21,646
0.28148,0.15158,0.28148,178.25,262.08,130.21,164.98,647
0.79949,0.20692,0.79949,113.4,156.73,76.583,306.84,648
0.49751,0.23299,0.49751,26.166,157.14,75.714,307.21,649
0.16501,0.069365,0.16501,30,325.24,34.487,237.65,650
0.25737,0.16683,0.25737,176.59,157.76,75.176,307.79,651
0.36867,0.27773,0.36867,87.845,132.81,70.191,117.73,652
0.27558,0.17869,0.27558,1.0085e-11,261.81,129.08,342.27,653
0.15558,0.096246,0.15558,161.56,142.99,60.973,22.448,654
0.16501,0.069365,0.16501,30,315,14.066,94.543,655
0.15558,0.096246,0.15558,78.436,137.25,27.223,73.572,656
12.909,3.8919,12.909,90.114,125.98,31.949,202.57,657
0.11776,0.10209,0.11776,120,295.32,129.64,221.97,658
0.15782,0.11486,0.15782,90,80.945,121.58,35.45,659
0.15782,0.11486,0.15782,150,153.94,119.51,75.856,660
0.080789,0.080789,0.080789,0,31.966,116.98,227.91,661
0.080789,0.080789,0.080789,89.963,102.79,76.064,231.11,662
0.31919,0.15545,0.31919,4.2713,131.8,70.937,115.94,663
0.31936,0.16524,0.31936,122.28,131.7,70.946,117.04,664
0.16068,0.13477,0.16068,120,156.64,76.526,307.22,665
0.15782,0.11486,0.15782,150,26.562,107.42,119.85,666
0.25157,0.1431,0.25157,64.159,325.44,34.469,237.03,667
0.30845,0.13783,0.30845,7.7852,189.49,146.41,322.02,668
0.30382,0.1737,0.30382,115.37,288.72,42.69,158.88,669
0.15782,0.11486,0.15782,150,226.45,121.39,121.74,670
0.16501,0.069365,0.16501,30,261.18,72.4,231.32,671
0.14013,0.084933,0.14013,60,42.064,97.475,137.86,672
0.15782,0.11486,0.15782,90,92.629,21.316,56.625,673
5.6802,2.7685,5.6802,120.93,271.46,158.15,246.12,674
0.27319,0.13125,0.27319,60,270.18,153.08,220.43,675
0.14013,0.084933,0.14013,180,325.57,45.92,193.32,676
0.15782,0.11486,0.15782,30,284.64,42.474,162.15,677
0.16422,0.11267,0.16422,60,131.89,71.075,116.88,678
0.15782,0.11486,0.15782,30,323.3,33.954,238.67,679
0.15782,0.11486,0.15782,150,131.76,70.693,116.97,680
0.11776,0.10209,0.11776,60,131.65,70.554,117.21,681
0.15751,0.15751,0.15751,175.64,156.9,75.934,307.94,682
0.11776,0.10209,0.11776,120,324.77,34.362,237.35,683
0.55168,0.39042,0.55168,171.72,157.32,75.495,307.93,684
0.15782,0.11486,0.15782,90,52.05,116.21,201.52,685
0.16422,0.11267,0.16422,120,228.84,140,156.64,686
0.13768,0.10935,0.13768,120,336.46,150.2,268.82,687
0.14835,0.12472,0.14835,30,241.06,65.23,146.75,688
0.11776,0.10209,0.11776,60,287.63,168.24,91.71,689
0.79938,0.39808,0.79938,9.1885,267.39,92.259,239.22,690
0.16501,0.069365,0.16501,150,272.01,25.89,301.08,691
0.080789,0.080789,0.080789,90,157.83,23.183,199.75,692
0.13768,0.10935,0.13768,120,343.36,58.566,89.903,693
0.15558,0.096246,0.15558,78.436,285.03,112.19,223.26,694
0.13768,0.10935,0.13768,60,293.42,45.844,286.19,695
0.080789,0.080789,0.080789,180,347.4,113.28,30.992,696
0.080789,0.080789,0.080789,90.087,203.72,125.36,263.55,697
0.15558,0.096246,0.15558,78.436,260.57,129.72,343.04,698
0.60363,0.3218,0.60363,38.759,229.75,140.79,158.61,699
0.16501,0.069365,0.16501,90,156.62,75.679,307.73,700
0.15782,0.11486,0.15782,90,51.918,115.66,202.14,701
4.9515,1.7917,4.9515,121.33,262.34,130.21,343.81,702
0.14835,0.12472,0.14835,90,229.32,139.67,157.58,703
0.29075,0.17066,0.29075,70.514,325.77,34.519,236.56,704
0.15558,0.096246,0.15558,101.56,132.11,69.94,118.16,705
0.14013,0.084933,0.14013,180,48.601,78.635,56.138,706
0.16068,0.13477,0.16068,60,48.412,78.373,56.381,707
0.3078,0.23865,0.3078,60,119.19,87.619,250.48,708
0.16501,0.069365,0.16501,150,124.01,50.38,125.52,709
0.14013,0.084933,0.14013,60,299.31,35.475,165.23,710
0.16068,0.13477,0.16068,60,51.773,131.62,263.56,711
0.16068,0.13477,0.16068,120,39.233,103.31,50.889,712
0.15558,0.096246,0.15558,101.56,275.64,96.99,215.51,713
0.16501,0.069365,0.16501,90,39.209,103.65,50.719,714
0.15558,0.096246,0.15558,78.436,167.39,54.548,297.14,715
0.14835,0.12472,0.14835,90,228.29,119.5,123.44,716
0.16068,0.13477,0.16068,120,87.014,119.61,64.133,717
0.13768,0.10935,0.13768,60,124.75,118.03,77.444,718
0.080789,0.080789,0.080789,179.97,268.97,153.63,219.37,719
0.14013,0.084933,0.14013,60,92.382,61.158,200.99,720
0.11776,0.10209,0.11776,180,88.662,30.949,13.891,721
0.16422,0.11267,0.16422,60,215.88,38.977,155.89,722
0.16422,0.11267,0.16422,60,294.08,129.35,338.68,723
0.15558,0.096246,0.15558,101.56,205.74,33.716,208.89,724
0.15782,0.11486,0.15782,90,206.35,111.02,86.295,725
0.15782,0.11486,0.15782,90,66.786,58.631,96.111,726
0.16501,0.069365,0.16501,90,205.99,98.686,121.32,727
0.16501,0.069365,0.16501,90,183.13,77.383,342.2,728
0.16501,0.069365,0.16501,90,47.892,131.78,93.027,729
0.16068,0.13477,0.16068,60,101.55,54.368,87.607,730
4.6768,0.99031,4.6768,78.806,354.69,122.56,165.95,731
0.31936,0.16524,0.31936,177.72,88.924,104.81,264.26,732
0.16068,0.13477,0.16068,4.4638e-12,179.52,111.29,90.781,733
0.15782,0.11486,0.15782,30,213.14,97.682,128.33,734
0.080789,0.080789,0.080789,89.966,26.756,55.829,119.71,735
0.15782,0.11486,0.15782,30,15.77,135.22,233.31,736
0.14013,0.084933,0.14013,180,104.06,81.399,251.35,737
0.15782,0.11486,0.15782,30,86.092,35.897,70.388,738
0.15782,0.11486,0.15782,90,225.24,124.93,118.03,739
0.16068,0.13477,0.16068,60,32.245,143.97,239.09,740
0.13768,0.10935,0.13768,120,288.6,133.09,219.13,741
0.14835,0.12472,0.14835,90,88.03,66.856,219.88,742
0.16068,0.13477,0.16068,60,80.552,91.802,267.58,743
0.16068,0.13477,0.16068,3.3091e-11,346.7,71.29,105.16,744
0.31982,0.14461,0.31982,61.988,107.57,133.15,252.51,745
0.15782,0.11486,0.15782,90,347.54,140.2,135.37,746
0.14835,0.12472,0.14835,90,69.801,149.33,206.09,747
2.9666,0.64583,2.9666,72.869,198.36,75.944,117.11,748
0.30061,0.16506,0.30061,58.436,7.1996,133.86,82.126,749
0.15782,0.11486,0.15782,90,165.21,122.86,91.56,750
0.14835,0.12472,0.14835,90,327.75,92.604,143.7,751
0.15751,0.15751,0.15751,89.284,108.96,133.69,254.38,752
0.15782,0.11486,0.15782,150,315.58,70.062,196.95,753
0.11776,0.10209,0.11776,60,1.2483,98.175,97.167,754
0.15558,0.096246,0.15558,41.564,110.28,148.55,228.64,755
0.16422,0.11267,0.16422,60,278.13,115.85,183.63,756
0.11776,0.10209,0.11776,60,337.3,8.7968,137.2,757
0.080789,0.080789,0.080789,0.0040301,29.67,61.976,185.62,758
0.13768,0.10935,0.13768,120,344.09,74.584,230.26,759
0.14013,0.084933,0.14013,180,154.03,35.493,161.48,760
0.53589,0.22369,0.53589,39.941,86.429,104.59,237.29,761
0.14835,0.12472,0.14835,30,291.19,96.965,151.89,762
0.31997,0.17479,0.31997,60,273.82,78.417,300.83,763
0.15782,0.11486,0.15782,150,58.817,104.86,120.62,764
0.28835,0.12285,0.28835,60,112.03,83.213,117.21,765
0.13768,0.10935,0.13768,4.5571e-11,246.3,101.54,317.67,766
0.14835,0.12472,0.14835,150,50.086,59.502,52.98,767
0.16068,0.13477,0.16068,60,95.906,141.69,226.24,768
0.26767,0.13293,0.26767,74.45,96.632,83.257,249.84,769
0.16501,0.069365,0.16501,90,26.998,160.28,21.302,770
0.11776,0.10209,0.11776,60,351.66,100.9,176.42,771
0.45758,0.13974,0.45758,57.444,5.3789,74.231,102.67,772
0.13768,0.10935,0.13768,60,8.0132,133.32,82.05,773
0.16068,0.13477,0.16068,60,285.45,8.4186,235.18,774
0.15751,0.15751,0.15751,90,110.12,127.32,248.79,775
0.15751,0.15751,0.15751,89.845,145.06,39.736,44.71,776
0.16068,0.13477,0.16068,60,322.37,137.67,25.954,777
0.31997,0.17479,0.31997,60,39.596,100.37,43.708,778
0.15751,0.15751,0.15751,88.698,37.607,65.463,84.209,779
0.15558,0.096246,0.15558,78.436,156.92,113.1,75.489,780
0.15558,0.096246,0.15558,78.436,130.84,26.414,61.777,781
0.3727,0.1438,0.3727,9.5465e-14,213.4,119.4,120.1,782
0.14013,0.084933,0.14013,120,247.49,101.91,318.91,783
1.6171,0.58612,1.6171,84.764,43.601,134.92,228.52,784
0.080789,0.080789,0.080789,2.6164e-07,37.251,159.74,204.23,785
0.16501,0.069365,0.16501,90,308.88,38.799,356.34,786
1.0654,0.4351,1.0654,53.044,86.29,104.59,237.4,787
0.60579,0.19887,0.60579,46.65,48.621,79.079,56.276,788
0.080789,0.080789,0.080789,90.217,221.58,136.36,174.91,789
0.080789,0.080789,0.080789,90,53.202,135.63,177.55,790
0.16501,0.069365,0.16501,90,294.29,128.7,343.19,791
0.15782,0.11486,0.15782,90,293.35,130.11,253.11,792
0.16068,0.13477,0.16068,120,80.107,149.51,280.15,793
0.14835,0.12472,0.14835,30,269.27,133.2,108.49,794
0.080789,0.080789,0.080789,180,127.1,80.315,75.36,795
0.16422,0.11267,0.16422,60,0.0020814,138.49,191.95,796
0.15751,0.15751,0.15751,89.874,229.76,126.34,154.62,797
0.15558,0.096246,0.15558,101.56,109.87,127.64,247.58,798
4.0974,1.1941,4.0974,77.935,334.31,77.799,117.34,799
0.28909,0.23213,0.28909,106.73,323.02,137.01,25.443,800
0.14835,0.12472,0.14835,150,224.34,31.083,226.9,801
0.16068,0.13477,0.16068,60,1.085,11.781,3.8839,802
0.16068,0.13477,0.16068,60,42.744,94.687,248.44,803
0.15751,0.15751,0.15751,89.509,141.79,39.688,173.73,804
0.11776,0.10209,0.11776,60,22.169,116.49,25.395,805
0.14013,0.084933,0.14013,60,95.848,37.105,261.68,806
0.14013,0.084933,0.14013,60,96.293,35.801,261.33,807
0.15782,0.11486,0.15782,150,272.65,69.208,216,808
0.15558,0.096246,0.15558,78.436,25.82,99.098,127.18,809
0.13768,0.10935,0.13768,9.2823e-10,201.04,73.569,106.34,810
0.080789,0.080789,0.080789,90,208.77,50.992,155.6,811
0.11776,0.10209,0.11776,120,289.77,61.762,124.59,812
0.15558,0.096246,0.15558,101.56,17.822,117.83,166.2,813
0.15558,0.096246,0.15558,78.436,208.28,45.152,205.78,814
0.15782,0.11486,0.15782,90,194.67,69.744,43.443,815
0.26877,0.14568,0.26877,1.8885,323.96,42.683,107.55,816
0.15558,0.096246,0.15558,41.564,182.81,163.05,290.78,817
0.15782,0.11486,0.15782,90,323.76,42.613,107.51,818
0.45559,0.15456,0.45559,123.8,37.403,159.26,204.9,819
0.12389,0.12389,0.12389,90.062,92.452,50.304,81.82,820
0.080789,0.080789,0.080789,180,147.37,59.838,19.389,821
0.14013,0.084933,0.14013,120,117.16,37.005,287.34,822
0.15558,0.096246,0.15558,41.564,166.68,31.705,310.83,823
0.16422,0.11267,0.16422,60,147.94,42.779,107.67,824
0.16501,0.069365,0.16501,90,355.26,108.57,144.13,825
7.5468,2.4989,7.5468,76.903,258.74,32.619,169.87,826
0.080789,0.080789,0.080789,78.232,36.775,124.84,175.94,827
0.15558,0.096246,0.15558,101.56,140.51,131,270.96,828
0.75883,0.40723,0.75883,57.545,247.49,100.54,138.13,829
0.30643,0.12774,0.30643,65.169,193.88,137.54,331.03,830
0.13768,0.10935,0.13768,120,80.496,62.677,52.781,831
0.14013,0.084933,0.14013,60,277.05,148.5,277.91,832
0.080789,0.080789,0.080789,0.00014471,199.18,79.276,106.75,833
0.16068,0.13477,0.16068,3.8714e-11,201.44,90.776,151.71,834
0.7138,0.31632,0.7138,59.965,65.547,54.004,224.31,835
