a,b,c,alpha,phi1,PHI,phi2,volume,,total volume
1.25876071,1.072974536,1.072974536,1.508755062,74.32717286,121.8934023,114.3149287,6.070306479,,
2.380112093,0.775763798,0.775763798,2.033847614,336.8595409,90.59707695,50.70641398,5.999914173,,
1.486455228,0.980804678,0.980804678,0.74101648,358.7688442,100.3155784,331.3635329,5.989705913,,
1.550068757,0.960191394,0.960191394,0.524848897,312.4388475,56.60491665,90.25643159,5.986254687,,
1.853963003,0.869813314,0.869813314,0.814182583,89.72238036,132.4467015,306.1453541,5.875458661,,
1.467231764,0.959511216,0.959511216,1.485305933,243.4952792,50.25121754,7.374990138,5.658319168,,
1.482938396,0.944088372,0.944088372,0.608976541,75.22704532,107.4808165,84.75631003,5.536521834,,
1.4005951,0.969890983,0.969890983,1.676060021,300.3180702,130.9514632,175.9443648,5.518830499,,
1.322285726,0.996291363,0.996291363,2.181971455,151.2629681,118.7046599,222.2776121,5.497771041,,
1.439412745,0.94800418,0.94800418,0.646355496,183.8017112,98.2217973,305.1741748,5.418691885,,
1.557523917,0.894296752,0.894296752,0.05678999,168.6732661,160.7927628,331.8202855,5.217790535,,
1.639462962,0.858047696,0.858047696,2.964186319,298.5926482,92.83108915,195.8571265,5.056069998,,
2.132490165,0.719196279,0.719196279,1.361970724,207.1400678,112.7583412,196.1815463,4.620303552,,
1.272999539,0.929585305,0.929585305,0.915128482,262.9776606,82.30131795,171.1142399,4.607818402,,
2.08832013,0.723831228,0.723831228,2.883814539,0.122448089,117.4510774,242.0097258,4.583110368,,
1.679559527,0.800210366,0.800210366,0.26428678,263.3183634,161.6385393,73.6884415,4.504974701,,
1.383488297,0.877590578,0.877590578,1.741680153,135.5936603,55.02860554,19.70700254,4.463217006,,
1.469912967,0.837590741,0.837590741,1.536063953,83.10451279,85.70567694,86.77929666,4.319604316,,
1.655276416,0.786940503,0.786940503,0.44566929,55.50355414,131.3701921,297.1340073,4.293811093,,
1.481891606,0.823049254,0.823049254,0.138782575,153.8596706,31.98371253,358.6051434,4.204909943,,
1.684120812,0.763692071,0.763692071,0.228244654,98.35686743,90.593655,95.10661875,4.114323296,,
1.302185022,0.864462583,0.864462583,1.483013571,109.8177802,74.60416124,65.47769622,4.076183305,,
1.312495023,0.834417203,0.834417203,0.476451261,210.7285069,126.7064786,139.6341816,3.827831158,,
1.359557322,0.81040531,0.81040531,0.53180928,326.7004839,113.0364929,25.52217001,3.74016437,,
1.444223882,0.775424104,0.775424104,1.534263403,3.968051137,28.87316179,41.79545473,3.637489313,,
1.144966883,0.865009555,0.865009555,0.301283621,314.0237183,117.755853,253.4749396,3.588585879,,
1.389069104,0.778923014,0.778923014,1.545435771,18.77102974,42.86804413,29.87149788,3.530218062,,
1.215857416,0.798964087,0.798964087,3.033515688,132.8177264,88.76613699,295.9265893,3.25106591,,
1.352728777,0.71910878,0.71910878,0.547427239,50.03547216,53.41667268,137.8359409,2.930141008,,
1.528169326,0.676446611,0.676446611,0.516928025,286.6846542,63.07521713,194.7304883,2.929052379,,
1.13645461,0.784383659,0.784383659,1.770311583,262.8822632,68.30288701,195.161828,2.928854373,,
1.066899069,0.808355377,0.808355377,2.27929738,189.3155534,81.32432735,276.3855198,2.920226978,,
1.016303013,0.81874864,0.81874864,1.201663608,249.3513547,88.54101634,240.1151269,2.853730822,,
1.193318211,0.755141362,0.755141362,0.586148241,76.23721979,111.5029974,86.65872089,2.850371033,,
1.168470617,0.756868973,0.756868973,0.404586214,275.7788804,60.91109204,260.7700257,2.803805021,,
1.768516689,0.604170461,0.604170461,0.302847722,138.2319581,95.37017932,337.676303,2.704062638,,
1.317472649,0.695875928,0.695875928,0.451470886,193.8824357,76.09018972,37.81106225,2.672353115,,
1.171989381,0.728460887,0.728460887,3.121810444,17.84716974,86.43946628,351.5069358,2.605102179,,
1.334047536,0.676397507,0.676397507,1.263012745,118.8877828,77.69589161,306.4214984,2.556606633,,
1.397425526,0.650547645,0.650547645,2.227777776,113.8177903,5.466171944,49.94142229,2.4772823,,
1.156965047,0.692411772,0.692411772,0.14998113,6.914261771,68.98702768,265.1638317,2.323473555,,
1.479238419,0.610569126,0.610569126,2.753655391,121.5585037,46.36536207,329.4526247,2.309917487,,
0.92611038,0.745554454,0.745554454,1.03342481,333.9856553,28.39736844,135.033472,2.156304548,,
1.434926442,0.595413828,0.595413828,1.499299645,293.3055878,103.063021,263.4124832,2.130865709,,
1.162161914,0.648191242,0.648191242,2.110976505,192.7082109,25.83114592,101.7618921,2.045321416,,
1.007668753,0.677047104,0.677047104,3.018873663,267.6412683,150.0146244,101.5289133,1.934836049,,
0.856800674,0.721769954,0.721769954,2.877996764,159.6894761,110.5809624,206.2076166,1.869674512,,
1.362080872,0.57173479,0.57173479,0.013887301,344.5033165,18.06719862,330.171198,1.86500819,,
0.842505242,0.715735869,0.715735869,1.945228999,249.3141875,92.27279485,120.6396543,1.807868282,,
0.931326945,0.676164181,0.676164181,1.02292739,347.3036326,75.74341566,99.32828306,1.783590286,,
0.948071356,0.668462528,0.668462528,0.382784831,90.40562935,91.59403942,91.60047801,1.774531727,,
0.8034341,0.668311916,0.668311916,1.124245936,122.4699809,164.3728468,15.25185314,1.503132549,,
1.170720725,0.547877711,0.547877711,3.061219221,152.4834545,139.3750929,309.2484119,1.472004646,,
1.017494563,0.586947383,0.586947383,2.519468189,267.1453562,149.8498248,101.0771097,1.468314365,,
1.137409622,0.552734538,0.552734538,1.782695997,87.11693892,126.8465423,124.9934925,1.455588824,,
0.8547811,0.618436078,0.618436078,2.066648752,84.46320564,101.5134732,264.8660392,1.369408928,,
0.816428855,0.628976873,0.628976873,1.985746042,315.6022752,119.9472054,359.1372651,1.352933059,,
1.047153904,0.549760392,0.549760392,3.139508379,65.93534055,113.0531673,343.2762033,1.32570233,,
1.192514971,0.514551192,0.514551192,2.746059098,153.8263837,62.15028296,212.0239748,1.32254247,,
1.555841397,0.444847858,0.444847858,0.141247597,214.9052977,130.3175619,149.5840307,1.289665076,,
0.787952358,0.623392341,0.623392341,1.428609806,189.7620944,99.82928951,306.1220606,1.282659828,,
0.717296314,0.64319194,0.64319194,1.274843203,149.0101435,53.84756241,341.1206425,1.242992176,,
0.938923054,0.548208247,0.548208247,0.32089686,265.4304849,70.31960438,9.715023517,1.181978949,,
1.245420446,0.465692046,0.465692046,2.308024068,61.47882103,72.16101386,2.612775171,1.131363704,,
0.769228621,0.589194428,0.589194428,2.302482869,293.2795013,143.2777461,152.8764442,1.118565206,,
0.855568847,0.556500633,0.556500633,0.790257538,23.12407865,167.7530117,159.2019262,1.109877115,,
0.869484536,0.549556384,0.549556384,2.986038367,297.5414737,158.4544192,291.2556418,1.099955172,,
