F11	F22	F33	F12	F23	F31	F21	F32	F13	time
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.999740660191	1.00086379051	0.999707818031	0.000216079468373	-2.7258117985e-10	1.12417519738e-10	-0.000414836860728	9.45738903857e-11	1.83968576484e-10	0.00100013602059
0.999484539032	1.00172531605	0.99941521883	0.000429720093962	-5.3245091669e-10	-3.70947994544e-11	-0.000823810405564	4.02889083206e-10	6.51526277373e-10	0.00200003106147
0.999228358269	1.00258779526	0.99912250042	0.000641710532364	-2.01260408339e-09	-8.09090794363e-10	-0.00123201007955	2.23030349744e-09	2.94419655322e-10	0.00300009036437
0.99897223711	1.00345110893	0.998829960823	0.000851533841342	-1.6627492716e-09	-5.18570020258e-10	-0.00163872854318	2.95373969728e-09	-1.34461197732e-09	0.00400004349649
0.998716711998	1.00431239605	0.998538434505	0.00106202042662	-2.30706653781e-09	-5.64996183172e-09	-0.00204524677247	4.22270263201e-09	2.43352893392e-09	0.00500007905066
0.998474061489	1.00511360168	0.998231351376	0.00122413865756	7.2783894467e-09	-1.19987753067e-08	-0.00243391864933	-1.73866887554e-09	9.75733360775e-09	0.00600000144914
0.998079061508	1.00612092018	0.99766689539	0.00112995016389	1.11078408693e-08	-1.02461825691e-08	-0.00290082604624	-4.03155064888e-09	8.76103012359e-09	0.00700004212558
0.997469007969	1.00742518902	0.997056305408	0.000915401848033	1.38579157039e-08	-5.18394038806e-09	-0.00343657913618	-8.29193425034e-09	8.10906541915e-09	0.00800013169646
0.996692299843	1.0092164278	0.996145427227	0.000401172088459	8.24912405051e-09	4.61085658543e-09	-0.00371700339019	5.06901964847e-10	-3.09909364837e-09	0.00900016725063
0.995581507683	1.01156961918	0.995026051998	-0.000279435655102	3.68531587469e-08	1.03121990946e-08	-0.00404918100685	-5.73637422008e-08	-1.04430206704e-08	0.0100000053644
0.994210004807	1.01429831982	0.993790447712	-0.000849080272019	-4.59233234551e-07	6.75023784424e-07	-0.00463666953146	9.58661985351e-07	-1.58451894094e-06	0.0110000409186
0.992636144161	1.01724088192	0.992541253567	-0.00131782377139	-2.47811669851e-07	-1.47171715525e-06	-0.0053035961464	9.20107879665e-07	-1.89459456124e-06	0.0120000764728
0.991045594215	1.02004218102	0.991419374943	-0.00168674229644	1.02730211893e-07	-3.17479384648e-06	-0.00606875820085	9.98150312626e-07	-2.33029277297e-06	0.0130001120269
0.989409983158	1.02285563946	0.990332722664	-0.00217960425653	1.48785159126e-06	-4.46983858637e-06	-0.00667933933437	4.19455375322e-07	-3.44637851413e-06	0.0140001475811
0.987683176994	1.02576494217	0.989255547523	-0.00290563912131	1.69798670413e-06	-5.68732002648e-06	-0.00703053269535	4.47921138402e-07	-4.38413871962e-06	0.0150001831353
0.985904633999	1.02872943878	0.988190114498	-0.00372436456382	2.58320096691e-06	-6.51152322462e-06	-0.00727436831221	1.33736719476e-07	-5.92731794313e-06	0.0160000957549
0.984098315239	1.03172004223	0.98714107275	-0.00459593068808	3.1657530144e-06	-7.41902204027e-06	-0.00744891958311	-1.65575855249e-08	-7.34021523385e-06	0.017000131309
0.982269644737	1.03472983837	0.986103355885	-0.00552136963233	3.76555408366e-06	-8.45168324304e-06	-0.00756654981524	-1.03647707306e-07	-8.56548467709e-06	0.0180001668632
0.980431258678	1.03775656223	0.985081195831	-0.00649980874732	2.98299892165e-06	-3.95167262468e-07	-0.00761984847486	1.08414269562e-06	-1.62937594723e-05	0.019000004977
0.978576958179	1.04080665112	0.984060585499	-0.00755376089364	2.42512237492e-06	2.74089143204e-06	-0.00759493047372	1.92166157831e-06	-1.92415336642e-05	0.0200000405312
0.976715803146	1.04387044907	0.983047306538	-0.00866713467985	1.45302078636e-06	7.13384088158e-06	-0.00750927673653	3.07992968374e-06	-2.28156459343e-05	0.0210000760853
0.974838733673	1.04696893692	0.982033014297	-0.00984961073846	9.354107533e-08	1.20741296996e-05	-0.00736137432978	4.44839224656e-06	-2.62566427409e-05	0.0220001228154
0.972933411598	1.05013024807	0.981004178524	-0.0111004561186	-5.95178335061e-06	1.676330794e-05	-0.00716009736061	1.02439626062e-05	-2.87967304757e-05	0.0230001118034
0.971011340618	1.05333602428	0.979966282845	-0.012400040403	-1.00568422567e-05	2.21299033001e-05	-0.00692303339019	1.35546597448e-05	-3.12772644975e-05	0.0240001007915
0.969075679779	1.05659413338	0.978922724724	-0.013751283288	-1.37259567055e-05	2.81496031675e-05	-0.00665003573522	1.57644644787e-05	-3.37111196131e-05	0.0250000897795
0.9671215415	1.05987799168	0.977873980999	-0.0151466280222	-1.86347824638e-05	3.43897118e-05	-0.00634504156187	1.88097183127e-05	-3.58550423698e-05	0.0260000787675
0.965150535107	1.06320154667	0.976817667484	-0.0165942125022	-2.30670884775e-05	4.09382701037e-05	-0.0060053197667	2.07654175028e-05	-3.75851013814e-05	0.0270000677556
0.963174700737	1.06654393673	0.975757181644	-0.0180905777961	-3.25622131641e-05	4.75292217743e-05	-0.00563513021916	2.49589447776e-05	-3.87650761695e-05	0.0280000567436
0.961193263531	1.0699262619	0.974693179131	-0.0196313969791	-4.06320359616e-05	5.39613174624e-05	-0.00523449992761	2.78018233075e-05	-3.97840522055e-05	0.0290000457317
0.959199547768	1.07334160805	0.973628163338	-0.0212265700102	-4.78804104205e-05	6.02241088927e-05	-0.00480088358745	2.97060723824e-05	-4.0184790123e-05	0.0300000347197
