,a,b,c,alpha,phi1,PHI,phi2,volume,,total volume
301,2.179427974,1.861115881,1.861115881,2.324010537,88.38578213,97.68593899,90.53009506,31.62117184,,
302,3.327677528,1.360333853,1.360333853,0.040466994,98.14665246,13.55693572,185.5269857,25.79412827,,
303,9.579344929,6.080317309,6.080317309,1.606158409,211.9227058,79.11786264,238.0906609,1483.463649,,
304,5.225674218,1.24407186,1.24407186,1.896927216,108.0081518,76.48447687,66.22393145,33.87832062,,
305,4.564850906,1.013945285,1.013945285,1.591632462,31.78800149,43.99209151,358.5258007,19.65822253,,
306,6.651640266,2.879968638,2.879968638,0.31322289,175.3667277,104.932286,280.8189709,231.0962402,,
307,14.47852939,7.115164174,7.115164174,1.605240109,291.9216351,94.53471806,212.3075673,3070.314843,,
308,2.811362392,1.720837071,1.720837071,0.47515448,94.70039731,150.1478727,324.2352967,34.87264965,,
309,2.756465367,1.639717136,1.639717136,2.472996529,187.953511,21.63255733,166.8013807,31.04409616,,
310,7.7216823,6.62462945,6.62462945,1.722464409,62.02343238,29.87831879,230.7296199,1419.461835,,
311,1.192514971,0.514551192,0.514551192,2.746059098,153.8263837,62.15028296,212.0239748,1.32254247,,
312,22.09435711,11.59091919,11.59091919,2.735963397,299.7403851,142.1270225,72.92444647,12433.85317,,
313,2.762497322,1.587693555,1.587693555,2.100979302,15.60747576,150.7705137,258.0355464,29.16915436,,
314,4.630131719,2.520492707,2.520492707,2.925944831,103.6530274,36.56280038,168.2628676,123.2119542,,
315,17.65297619,3.444291364,3.444291364,1.368403031,319.096117,108.706942,273.0205262,877.2155269,,
316,4.207313371,2.133099275,2.133099275,1.311082745,298.7777928,68.52845661,19.53155161,80.18914923,,
317,3.614902784,2.980938459,2.980938459,2.473061571,208.6853465,63.17499591,273.1797784,134.5523391,,
318,19.97270831,15.83878656,15.83878656,0.112923098,179.8036244,116.8044645,100.011064,20987.9191,,
319,4.655019047,2.3917893,2.3917893,2.177083662,187.5784888,150.0557548,235.8709556,111.54649,,
320,4.450150701,1.482583725,1.482583725,1.795951229,24.53577224,98.45834523,103.3702959,40.97337934,,
321,6.481934525,3.149363546,3.149363546,2.831645258,26.12886232,95.65349623,102.7310962,269.3015428,,
322,3.768871253,1.413988519,1.413988519,1.632192502,228.8829347,86.59841542,215.9296184,31.56397402,,
323,4.939787131,3.621330789,3.621330789,0.628310812,55.99183502,44.7255059,211.3332789,271.3521318,,
324,10.37590042,4.948574363,4.948574363,1.582135558,90.27107274,10.24315819,322.1585461,1064.325839,,
325,7.25395288,2.916482573,2.916482573,1.500490948,221.0587305,24.77473633,70.45036428,258.4533174,,
326,3.229759346,1.361815602,1.361815602,1.220351105,328.4823293,172.2246072,142.0380243,25.08969512,,
327,17.08645915,8.011259587,8.011259587,1.774324275,83.80279128,122.6708945,112.6760677,4593.484872,,
328,14.80346307,8.900779105,8.900779105,2.04722923,267.3587902,71.70002054,359.8244487,4912.561269,,
329,14.34191368,7.159592661,7.159592661,0.551745296,83.41740575,74.26722467,185.8839207,3079.44422,,
330,3.421784652,1.339026321,1.339026321,1.057310256,231.8085235,47.42615852,179.4826957,25.69919448,,
331,9.847763375,5.350579644,5.350579644,2.918156781,319.4613683,86.73563201,128.4955334,1180.940128,,
332,14.14395649,5.745848134,5.745848134,0.523331404,226.495341,16.99048428,94.0059443,1955.995303,,
333,6.56416925,4.442687991,4.442687991,0.241359879,313.4837918,94.44670784,215.8930371,542.7002324,,
334,4.264727749,2.527163435,2.527163435,1.891513244,140.7489573,87.85550732,234.1497977,114.0897372,,
335,5.766624963,2.283209459,2.283209459,1.919799805,250.5962168,124.2377045,103.7116584,125.922062,,
336,1.4005951,0.969890983,0.969890983,1.676060021,300.3180702,130.9514632,175.9443648,5.518830499,,
337,16.46756669,12.65595444,12.65595444,2.066106161,351.6178648,86.55860726,229.0437314,11048.61513,,
338,17.0939493,6.064050721,6.064050721,1.278853366,240.7885637,132.3082519,214.9636701,2633.035237,,
339,21.3691827,7.580807675,7.580807675,0.568341935,357.2893245,88.52955101,335.7843705,5144.077214,,
340,5.568659079,3.6204136,3.6204136,2.190838197,9.709578111,134.0199322,77.76651897,305.7423612,,
341,9.766846489,3.308395047,3.308395047,3.087747689,275.4724618,124.0040219,326.741637,447.7934071,,
342,7.932303663,3.521689101,3.521689101,2.642033905,183.2212816,72.92882703,270.8986864,412.0879993,,
343,6.554574747,3.18852111,3.18852111,2.902310722,269.8061559,49.479945,330.3192827,279.133347,,
344,11.84788358,3.109056263,3.109056263,0.017990524,142.0567805,176.5302631,207.7601426,479.7185915,,
345,13.46572669,5.702281046,5.702281046,2.990314421,38.98486231,31.31629781,254.5121496,1834.068879,,
346,8.825891458,3.533733437,3.533733437,0.695236541,259.4961452,45.16868822,205.2536052,461.6520445,,
347,12.64520896,6.32602123,6.32602123,3.120144923,281.1173088,40.90392813,182.7528813,2119.70737,,
348,20.91167542,7.535377386,7.535377386,3.087842134,216.0385338,137.383672,95.52095903,4973.790102,,
349,3.602428882,2.937380192,2.937380192,0.434051945,4.213262381,23.45296327,46.73425959,130.1980108,,
350,7.331858599,4.714973058,4.714973058,0.630845651,118.5618405,140.3137579,54.28712633,682.7490757,,
351,17.9094679,5.119520855,5.119520855,3.137192321,195.1831514,91.43811991,101.2330317,1966.210112,,
352,25.76989687,5.866112604,5.866112604,3.064547991,0.915518271,59.03493037,142.94189,3714.514692,,
353,12.46514373,8.78722198,8.78722198,1.265952795,161.9083644,119.6376417,317.2431421,4031.708229,,
354,34.61191958,12.77986464,12.77986464,3.140379981,305.8802533,75.87629031,13.85890029,23679.18787,,
355,29.41824519,17.61336615,17.61336615,3.064137514,336.6265821,106.0105424,55.25657099,38228.75012,,
356,42.91722181,15.11655473,15.11655473,3.061838478,264.5748126,101.0734769,290.3371712,41079.56647,,
357,42.43515594,17.83149395,17.83149395,0.060542423,163.015492,138.7020217,120.7441972,56518.40183,,
358,24.65068417,16.3988794,16.3988794,0.718855881,178.4306154,145.7727373,65.15534404,27768.08506,,
359,10.28652151,4.146610749,4.146610749,1.19200162,52.12517462,38.84501697,143.8420115,740.8728606,,
360,30.05833474,19.65672867,19.65672867,0.446829193,276.9524,83.28977014,185.0666605,48649.23461,,
361,27.47112934,11.02752642,11.02752642,0.83505894,341.9136648,66.199683,248.8883962,13993.3384,,
362,16.10043692,12.56273633,12.56273633,0.233893084,65.65041825,97.58017732,38.3483306,10643.75234,,
363,33.75784622,18.69572945,18.69572945,2.264757358,216.6531132,14.08235216,255.0073588,49425.16969,,
364,50.19879308,35.39278689,35.39278689,2.941186041,158.7675897,13.49915751,100.0214153,263397.3536,,
365,21.27276026,14.25120928,14.25120928,0.426280663,106.0983571,62.85729572,41.10696328,18097.38771,,
366,12.16700494,10.44615032,10.44615032,2.358867366,260.7960905,103.6838016,14.14004338,5561.408999,,
367,21.87011457,8.18943324,8.18943324,3.131154945,57.12827145,149.6147835,21.4440123,6143.945593,,
368,16.97788765,12.98514152,12.98514152,2.752567028,21.1166993,50.83344185,199.5814636,11991.28262,,
369,29.15640682,11.95406935,11.95406935,2.344185387,80.92425989,78.40374871,165.6675935,17452.35958,,
370,9.506332183,3.544250624,3.544250624,0.442503444,25.80868645,118.8579352,13.01113808,500.2077824,,
371,63.29029823,51.08816888,51.08816888,0.275870562,83.24215894,116.9540095,81.36037974,691936.794,,
372,19.84920399,8.457472361,8.457472361,2.719550008,266.3000458,130.2239432,64.00506605,5947.204587,,
373,31.30750543,14.71327845,14.71327845,2.932734925,207.5177978,59.89191481,163.9626626,28389.38485,,
374,20.2841552,14.2814284,14.2814284,2.841730279,108.1966024,120.2961288,188.8647316,17329.61154,,
375,39.13243571,23.64493812,23.64493812,2.674251111,226.5749504,66.0005341,341.4643854,91643.53925,,
376,26.01813983,15.67241468,15.67241468,1.249179203,175.1818847,60.810843,78.61502951,26769.27945,,
377,14.71027223,4.880758583,4.880758583,2.399340319,175.378004,159.0831482,93.80560634,1467.857759,,
378,25.87104182,9.362067523,9.362067523,2.528036482,246.0337688,49.41823258,274.6313708,9498.304003,,
379,8.873419346,6.584507114,6.584507114,2.796617746,151.2952305,102.5597714,303.8190204,1611.484594,,
380,33.48124335,12.66805105,12.66805105,0.127374078,225.2641645,79.63599677,299.455918,22506.59501,,
381,14.58065137,6.452499968,6.452499968,1.313975191,197.1977579,147.8909054,195.9160673,2542.854773,,
382,12.92666438,11.7902646,11.7902646,0.621247933,357.2250408,167.585608,253.7783254,7527.004682,,
383,13.79556175,5.284401949,5.284401949,1.673449787,198.8076717,113.510405,81.133701,1613.688436,,
384,29.57708185,19.80408555,19.80408555,1.054195919,350.1233849,154.5089887,235.8423218,48590.74079,,
385,20.14609559,15.09097257,15.09097257,0.365536815,183.758861,84.03123426,191.3946512,19218.25533,,
386,18.34306334,4.527197793,4.527197793,2.01309572,308.9966862,97.91877398,120.8263405,1574.77827,,
387,15.52921974,10.43435866,10.43435866,2.740890922,66.44232442,130.108042,282.6238274,7082.225747,,
388,30.30197019,27.4363277,27.4363277,1.332430265,203.4602019,97.0416102,263.3523724,95545.7643,,
389,30.84372328,19.25467596,19.25467596,2.022161689,227.1861209,141.2513408,149.4970764,47899.15324,,
390,16.67748245,8.0800195,8.0800195,1.486118321,0.44356577,57.18026517,147.3982041,4560.830363,,
391,18.14810739,11.9573474,11.9573474,0.87485083,266.839113,128.900034,199.0013325,10869.00139,,
392,32.68765047,24.39379265,24.39379265,2.71712149,177.6151771,59.82435934,279.580066,81476.23845,,
393,19.72384176,10.23218354,10.23218354,0.120922092,139.4000911,92.69513619,70.74122423,8650.01305,,
394,29.87549403,22.30994011,22.30994011,0.042924215,125.1152277,43.29037304,174.1601382,62287.44458,,
395,26.10323345,15.15685333,15.15685333,0.850281239,16.3894505,103.7326749,182.2264741,25118.92291,,
396,15.26690919,7.331900752,7.331900752,0.21569768,7.819903616,99.72549256,287.6002861,3437.738885,,
397,24.60314324,20.02736899,20.02736899,1.102873898,352.6109579,61.99661898,327.7103538,41335.86247,,
398,9.569512078,4.625636265,4.625636265,0.148449094,181.5678647,46.95256938,149.2178581,857.6722579,,
399,23.04356405,14.27769724,14.27769724,0.28291988,211.2974621,57.58631518,337.3001681,19676.80568,,
400,25.53455142,15.37717475,15.37717475,0.718549573,266.7226401,63.15734059,256.7868802,25291.22945,,
401,21.60006397,13.57188081,13.57188081,0.837878368,302.7831191,35.63933923,51.23153772,16665.70618,,
402,22.18242737,17.50807424,17.50807424,0.347476036,17.06633316,105.361406,93.0166195,28482.25932,,
403,8.391382612,6.39699288,6.39699288,1.939085775,232.6097134,48.94206167,202.6753757,1438.380768,,
404,12.86391603,7.28317613,7.28317613,0.294389653,293.7178196,92.33597016,179.1148968,2858.271186,,
405,29.46913941,27.34129153,27.34129153,0.196558909,301.5013578,128.510287,261.9893778,92277.13747,,
