Area_ellipse,AR,slope,phi1,PHI,phi2
46.14604284795222,2.7756473120747547,56.8,323.58299999999997,137.174,11.43
2.3808534792489016,2.9689283831136857,180.0,225.28599999999997,82.211,60.05
103.22269334845174,3.5970496768534566,162.6,310.611,119.12100000000001,343.15
8.055111295046757,3.079468888657286,48.1,229.36599999999999,68.315,328.23
1.147003430937082,1.1982941503633264,139.1,51.945,57.088,341.34
42.76620692345059,2.646076141794042,39.6,229.747,54.611999999999995,351.93
5.653617067933661,2.6394710616008465,36.6,165.498,94.825,336.39
2.4450830147713876,4.577320442672272,173.4,23.553,122.15899999999999,161.6
35.31606207876069,1.840286136809162,28.4,131.963,118.512,336.45
10.47171020727706,3.3250841217825724,34.3,237.12099999999998,110.78299999999999,32.52
14.50651663897689,2.937150873633403,31.9,320.293,62.09,19.02
25.1409711552073,2.736082768395608,20.8,142.88299999999998,131.29399999999998,341.02
4.888965280008782,2.2892223254904596,173.4,247.639,99.87700000000001,317.98
9.675963271281017,3.030346614399416,169.1,235.428,54.0,350.48
1.4883208203642797,1.715050672101728,133.9,227.892,112.402,15.94
15.34854094444331,1.8933217876545487,154.7,28.846,149.77700000000002,338.43
8.673170791852039,1.9544761922391185,165.6,138.555,95.62299999999999,327.05
144.715695610857,2.3667009463131774,19.0,16.152,43.52,187.66
338.30130838196254,6.875590175537187,171.0,230.551,84.92,319.43
2.8789736060653532,3.364592889974178,4.7,231.938,96.204,45.81
13.841841686186267,2.4398570935306623,172.4,142.461,40.301,85.14
276.0497713661165,4.3774734677306135,39.5,131.14,49.17,98.84
2.5282520470920304,2.8735016868482526,25.3,91.12100000000001,107.742,206.15
107.16998099366967,2.8819434735686515,13.9,131.997,50.765,278.85
51.24470188065004,2.923511088043067,54.6,35.764,53.174,160.31
2.019296681201105,1.2640765703385717,133.9,36.63,56.175,150.96
7.043111205038545,3.1223620874164277,19.1,223.357,110.566,16.94
25.465564490060064,2.5392843810045127,112.7,114.443,40.816,356.13
45.04350434334428,2.8697424008496712,47.0,239.43200000000002,55.026,328.1
63.40862822956772,2.391585326057772,42.5,139.461,117.05,325.36
305.37918090082235,3.891464188616517,14.0,137.442,73.928,36.42
1.2792929710165455,2.455725720976514,180.0,99.20200000000001,47.99100000000001,286.27
26.701730084489025,2.3261331070554547,70.3,110.662,53.857,278.37
22.627995072805202,2.6494647028997984,166.6,357.505,50.7,349.18
6.764859247936402,1.9253201961127315,22.9,1.5430000000000001,53.466,348.39
8.772254743328146,2.6188142255743077,13.9,27.423000000000002,74.279,155.51
174.78672261996863,2.715552923081206,175.3,305.617,156.565,17.72
1.3983847075066969,1.8253521200917187,166.1,143.999,81.006,324.7
150.77862281110018,2.2689371990654927,134.0,343.73400000000004,134.696,29.91
305.44472365304455,2.963026197080027,9.3,262.08,116.277,107.01
100.91639747889107,3.0897145005061426,148.6,138.144,100.546,314.74
36.29869252857148,2.742501337350419,177.8,171.995,36.306,58.12
16.42920321114521,2.2149657579490825,162.7,169.502,41.105,337.43
1.3084333954490566,1.4006032900930807,10.9,313.73400000000004,53.25899999999999,26.45
48.515437548173786,2.1422905851496115,61.4,302.563,96.301,47.71
1.6494749249938214,2.5394620918922315,90.0,258.878,121.884,106.56
91.87676830409505,2.3087773136431875,111.4,224.923,52.06,349.36
74.55271773259943,2.2368879076560413,142.1,222.362,115.25,23.85
1.3465153259940628,1.8956677090803553,133.9,94.464,42.248000000000005,343.2
22.313084828078708,1.9388755279012428,132.4,36.944,67.97800000000001,161.19
315.8687694485753,2.366082570902922,128.6,337.046,86.289,49.03
11.988888881058989,2.0690363567818477,48.1,123.822,73.52600000000001,297.57
498.5197533305224,3.3703027864373576,0.5,272.343,142.502,94.4
75.91467234679476,2.9028540868627295,129.9,59.754,93.715,220.68
59.66683117065926,2.1269248788584583,87.7,39.774,38.606,172.69
25.49115638317612,2.405795704650917,25.1,229.21400000000003,135.172,98.43
86.1763612902101,2.5070618360350445,71.5,35.921,132.0,356.49
5.017702331110109,2.908757972570928,69.6,267.295,126.696,83.08
24.86791025486877,3.2003838005152945,53.4,230.271,66.89399999999999,340.57
15.627410305791846,2.7683582860054416,72.4,18.034000000000002,81.485,327.72
106.33355838904383,2.4546675453022933,50.9,328.45599999999996,93.559,67.83
19.05368944431751,2.9163339347702175,18.0,313.11400000000003,146.621,27.69
36.82589606987495,2.614373831449091,37.8,147.741,53.604,343.77
1.5818070804815614,1.7791953922516819,22.4,289.08099999999996,146.02,8.62
40.53815531470318,3.53257863293746,61.2,313.012,36.14,9.17
2.28591038362871,2.7772811068190753,105.3,338.588,115.645,356.2
26.332341168795367,4.864183536502684,176.8,301.161,93.5,39.68
145.80367078558987,4.1966737012020445,26.4,0.929,34.725,336.63
97.78014932741964,2.0007076218556024,25.5,138.614,46.919,98.95
89.28193475333597,3.272420236943521,158.9,231.885,96.564,215.76
4.767236603199395,2.4025853344454946,70.9,182.65400000000002,130.03,90.03
3.8374086696720444,2.2684079716569605,72.5,33.224000000000004,50.806999999999995,267.02
7.168357069357635,2.03607068096458,69.6,273.403,93.051,33.37
233.30421177795546,3.0398706116045724,161.5,81.051,123.023,1.08
1.5813357864165276,2.773060900102782,102.2,346.392,91.4,331.97
26.00585639863653,2.607333313129204,143.8,298.71299999999997,42.628,194.25
8.65428222627909,3.2746474304774402,57.2,230.74,150.611,342.05
162.62209715711302,2.8397966666846237,128.2,122.439,104.33200000000001,323.78
1.3190012691619004,4.515517883706715,84.8,284.389,126.22,119.65
3.5667069615285913,1.6698706337888016,35.2,120.602,97.678,321.87
467.0744571438038,2.2668387960328746,48.7,49.99100000000001,70.407,322.68
2.3585861658312233,2.6917191069827897,134.7,218.66299999999998,104.022,79.6
8.192630125932597,3.6988529278832676,147.7,114.639,31.378,54.96
112.94815449675096,2.2274756000030864,167.9,226.915,129.50799999999998,15.02
1.0372599605950072,3.0287418515486415,180.0,5.94,74.093,190.02
21.697819138219113,2.5609425493552354,42.0,183.347,100.993,344.61
5.6220764891346,1.5483392383257413,72.5,232.67700000000002,128.216,15.88
23.912993012403692,3.00797102269227,134.9,4.551,89.79799999999999,332.73
19.420583611901005,3.1241084459572335,159.8,310.343,46.909,22.2
100.45299462545651,3.044025269783479,144.2,112.73200000000001,87.927,324.46
5.248404208455506,4.202548469776176,127.8,309.887,82.714,43.03
48.304015744940365,5.586483215230343,21.5,25.394000000000002,107.274,18.35
121.10077594210442,4.041003126067452,166.3,35.354,124.01,187.18
124.46630660877825,2.2784789757710393,140.9,115.156,90.456,47.99
2.796797204991537,10.109540238329041,180.0,260.455,76.54,317.36
470.829796214579,4.044066446274204,34.7,245.917,144.673,178.41
52.218199201606886,1.8286957845622014,47.1,245.799,100.995,220.32
1.8367575492538142,1.746045214484437,111.8,359.08,153.514,36.9
77.8602570851978,2.658841428463808,155.3,323.427,65.382,11.64
21.031030631322245,1.5809244313300133,62.5,175.55700000000002,43.706,68.03
51.62159989366284,3.196314001844455,45.0,320.53,56.32,19.3
2.6085477127300822,1.90689023025425,113.4,325.871,65.487,15.93
2.769777999271253,2.150330898705141,24.8,142.34799999999998,112.38,341.52
1.5363082497474203,1.1928636043321155,70.9,5.733,152.394,312.05
8.198162640142613,1.780316264624864,170.4,54.06,72.248,341.38
10.31536860344052,2.309538366574328,3.0,64.617,128.825,22.88
1.4101548423030337,2.6455556316243594,36.6,200.08599999999998,45.891999999999996,10.63
5.947894563533703,3.5982658800161236,155.5,47.593999999999994,116.59899999999999,17.6
16.179298933927534,2.576857455712212,114.3,212.857,137.998,337.89
299.44803112472056,3.7849479035791265,160.2,160.261,97.488,327.93
7.892772840452658,4.486186097060455,141.4,188.19299999999998,72.426,63.61
5.879417822516255,2.482441150804149,9.6,8.039,98.603,327.37
1.1574371259059602,2.4315234757240303,82.4,141.289,65.122,278.96
8.199226410589896,1.9716753917145218,80.5,92.23,68.388,283.14
136.5535387690181,3.3148244700299463,26.4,259.343,143.416,256.63
38.66766744715948,2.8503832274066183,27.6,296.298,124.226,357.05
68.05332963624143,3.2382081727181697,97.7,266.714,125.986,103.27
8.912377436684414,2.122327129430854,30.0,225.86,76.934,334.23
9.779926688058756,7.555574354271884,25.6,155.626,123.25200000000001,336.07
13.115438296705952,3.0291113524563986,36.1,132.745,56.412,334.34
1.4617873415277374,2.9998484147919737,17.8,182.90400000000002,125.271,91.79
19.333011850309834,2.6846316073137597,77.6,118.631,118.411,335.94
2.0606770429406853,2.3820998724909583,180.0,256.613,123.436,97.05
378.7612493099483,3.4941859158612543,14.5,357.28,96.56200000000001,321.5
1.184795597369557,1.9886937148573074,150.0,129.739,82.926,299.93
8.469334726660092,3.114344488226426,67.2,353.381,72.994,39.22
324.58576040338306,3.909217096858024,163.3,27.627,143.38299999999998,334.76
4.080003360505534,2.5025041977239004,73.9,306.14,74.758,32.52
117.34921560592782,2.714505148619586,25.0,159.999,34.5,331.98
4.69498401094588,2.4395671451534575,10.9,120.434,30.712,52.23
9.192924778988566,2.0789310874391647,95.8,48.913000000000004,46.628,163.66
51.52848866778063,2.0055977077652463,23.7,313.82,81.15100000000001,38.62
11.225529764956317,1.9648699735193724,67.8,166.912,51.192,359.67
129.49379898439676,4.503871953648284,13.5,185.028,84.993,314.88
7.4492983216044015,2.6446129648840575,78.5,174.68,56.081,350.88
103.74257524170356,3.1897631204928727,167.0,311.212,104.708,57.89
2.1804126986092425,2.011158386961965,137.8,120.113,58.235,334.11
7.833094017887808,3.7433021544238834,49.1,140.68200000000002,123.529,335.07
2.929644933585124,2.770229848228848,21.1,294.534,125.214,106.82
102.16997448646664,1.9147483250300636,25.5,179.19,38.234,62.92
10.262960736644427,3.851882609933064,170.6,171.679,96.757,350.4
2.1324496697025475,1.3197714758692083,82.4,268.199,107.074,101.06
2.347774941051315,2.5368405033103114,144.8,63.184,120.55,203.25
22.913686487791576,6.729576482589497,104.5,86.095,58.023999999999994,292.89
134.50560870408881,3.787192163937732,67.5,274.967,105.055,20.73
234.90134844642347,3.0813372924272078,21.5,90.553,59.403999999999996,266.33
31.197352697111068,3.916822576056463,100.4,266.426,121.765,67.81
304.064570842565,4.773595515349695,166.2,301.191,52.232,187.03
19.671340188191927,2.6384429184114744,17.6,139.381,69.455,34.28
5.808427701433266,3.684661455116554,144.5,344.88699999999994,137.35,41.58
310.27134098906066,3.0485637011396434,113.8,147.244,46.106,81.26
3302.134005551743,4.8558776610748495,15.4,310.303,94.02,48.25
7.45183435045565,4.382767249945289,74.3,306.317,59.903999999999996,16.95
72.14312772786694,2.4885030417149476,79.5,110.464,84.069,307.54
36.16765017055651,6.093033119327791,69.9,273.675,124.68,103.78
13.846446267861916,6.296142601556421,4.7,130.23,50.772,97.37
13.700308645996971,4.447649056806134,88.4,126.917,120.706,343.24
29.39084757877183,4.104146175555587,141.9,258.231,100.443,321.16
968.8911051487947,2.3962544888486157,77.0,307.242,44.795,13.88
27.361313838274082,2.27007466591788,98.1,137.6,41.244,352.09
145.27903804765606,4.15236364660638,10.5,82.348,37.506,357.57
6.570093101288341,1.9226327678848805,55.9,316.166,137.123,9.44
7.969934330588779,2.274744473293979,68.6,103.78,61.508,334.88
274.22615073632926,2.262853063362945,82.3,133.72799999999998,39.816,350.16
14.842126434644117,2.438580231613297,53.9,140.205,50.695,349.3
28.376551882477987,3.6603780311113034,180.0,92.35,107.102,2.94
47.84483762598113,3.2229297429188124,75.5,261.47,101.134,133.37
70.64913456156793,2.726413550474445,144.5,14.356,142.486,317.95
11.18536820756875,3.4464633406041147,2.4,237.04,132.566,264.22
1.157461083702155,2.431490101782347,97.6,231.76,161.97299999999998,162.3
54.623161622805426,2.8768948345952685,8.2,185.127,127.57,83.46
38.31499630428714,4.6958545676574746,172.3,344.58099999999996,93.921,338.46
47.859759040609326,1.9952381365979495,47.1,121.785,38.208,32.06
3.467032147537484,1.4347113664788123,6.6,204.73,89.64200000000001,59.91
31.028135676544203,1.976479014121807,154.9,204.69799999999998,89.70200000000001,59.68
28.83482813649535,3.1618701552378163,56.2,71.94800000000001,135.395,356.84
18.518382663887774,3.5095753570841595,151.6,314.58299999999997,150.333,315.54
1.691672220410039,1.8957825549344873,8.2,276.793,143.238,285.41
108.94491413523029,2.8554165251046797,7.1,262.744,136.345,271.5
318.0085806385951,2.6996319361452166,31.3,315.356,141.257,20.82
31.232005143025457,2.875180426397861,70.9,331.48,95.95200000000001,46.89
1.1872251198305823,2.3705290201844806,142.4,49.049,126.54700000000001,11.33
42.22366703098779,2.4196703003888307,28.7,165.46400000000003,57.793,355.28
3.606961462719301,2.1956012332422254,30.0,46.953,126.435,8.3
108.59876289362421,4.2422271102923075,43.7,198.648,92.67399999999999,327.44
3.3590076714571344,2.123850201507625,54.5,140.129,42.538999999999994,323.02
17.058238482416645,2.029694319940279,150.0,43.409,124.78399999999999,7.95
34.0473559722723,2.27409675393476,103.1,255.5,124.656,118.85
95.7035322525188,2.8127989649151703,133.5,321.225,139.599,35.5
3.5900392900049107,4.503050278983605,159.5,276.004,126.39200000000001,98.88
2.843830529188875,2.853833958422223,98.9,111.594,119.01299999999999,347.64
4.2678170554536745,1.9016278891746692,141.1,236.31400000000002,79.667,331.98
333.0236634027551,1.9906749122689695,171.7,35.147,67.22,54.16
34.204395160628316,3.1017616430971398,78.8,170.72,42.011,61.61
64.44817686916272,2.7582227433932047,55.6,229.465,76.684,329.67
10.187784381813323,3.0130330428747687,83.1,29.525,73.921,336.8
131.16776164398672,3.0841819255630574,26.8,354.88699999999994,31.372,331.03
14.811451182096787,3.1064552394790352,78.7,133.282,122.78399999999999,338.16
9.148043612349742,2.9476643474591593,20.2,76.703,36.056,16.51
117.66652568442056,2.9741862126393297,97.5,141.06799999999998,43.968999999999994,343.54
4.256136878755194,1.6761836370399241,54.5,263.047,102.428,180.06
10.42246271937796,2.681420281125401,75.4,51.088,66.918,329.34
14.21656643302347,2.1315549442743515,92.3,284.55400000000003,124.01,41.18
6.122332788931263,1.6676944196988155,46.1,232.28799999999998,124.64200000000001,10.95
8.389763983844471,3.494929984851386,49.1,82.916,73.59100000000001,277.75
208.89168005082837,1.7909309229567134,50.1,230.47099999999998,129.19899999999998,13.49
8.177790111401059,3.849640948309934,78.6,231.917,78.699,323.92
7.888924228065257,2.4972286986750802,41.5,1.93,107.43799999999999,330.18
17.484866220394252,6.472044277537991,11.8,33.876999999999995,61.836999999999996,159.37
183.73641790745688,2.0393444080085583,133.4,315.88599999999997,37.016999999999996,81.18
19.5644522839741,3.9173995114368196,9.2,72.47399999999999,107.598,217.02
29.210793213398123,3.0001749553665005,34.1,107.759,119.061,209.25
13.585071767863319,4.514267895253517,34.9,234.322,148.875,329.4
4.702062761501552,2.185347823969726,146.0,83.971,55.815,268.9
46.1188617741008,2.1117004168967584,51.1,1.546,49.32899999999999,329.21
5.045325711588851,3.7879530876730354,95.8,88.984,56.975,261.15
1.1872249803980615,2.3705323040595405,82.4,266.435,126.20299999999999,98.31
28.252443223753545,2.3791608995160485,26.9,173.196,90.53200000000001,324.5
287.67411897332084,4.270908606360707,62.9,298.908,124.26299999999999,337.99
5.6615969913575075,2.7860444441681405,33.2,62.68600000000001,104.18299999999999,347.03
14.190937511132907,2.7995370971741673,156.1,163.615,87.859,309.21
4.401148444730711,1.8440209729996895,38.9,319.962,39.547,76.93
6.5052662375512655,6.046687876777663,148.0,174.82299999999998,77.153,66.82
2.756393433361667,2.9443546920107426,21.1,124.68299999999999,46.754,281.11
192.0988832324988,1.7185415691876509,88.6,5.246,41.556000000000004,316.18
111.71973315367578,2.067432370035577,36.7,52.595,70.575,328.34
27.981296714156404,3.5109169400924434,109.6,345.29699999999997,150.707,331.8
24.768097335462134,4.013979607126803,42.8,321.23900000000003,42.871,73.14
128.33249370272364,2.4026293681736295,124.6,263.377,125.53299999999999,92.97
58.7742536743073,4.628044840948326,53.8,57.873999999999995,62.422,152.12
6.374383013851627,2.2896881694101254,69.6,321.77299999999997,113.156,59.26
40.00819368324886,3.721697485914831,3.0,223.31400000000002,110.40899999999999,61.24
39.109209154453005,2.240839406736875,145.9,131.724,49.643,311.54
27.965871144291558,3.133741896668957,94.1,142.60399999999998,135.946,296.95
17.20421075250558,3.222247279957289,49.1,256.259,25.97,16.08
15.079420097506938,1.462701455419665,67.8,29.302,140.06799999999998,22.09
99.60075960506079,2.5338750560466172,86.8,312.284,108.318,335.78
15.358290532783798,4.3510367118056275,47.3,165.92700000000002,112.604,75.38
20.729893098645505,2.6742164581975225,70.9,334.82599999999996,43.435,11.43
22.084221494286627,2.225706637977068,48.4,228.59,50.732,340.49
13.252239870653474,3.73866892861312,91.8,276.763,122.369,85.49
10.51150778266586,4.507998996193474,135.1,327.871,74.268,358.2
12.229673354425127,2.5741894405063843,138.6,46.56,132.266,275.99
104.07769795350147,3.07573498650642,168.0,205.2,42.817,0.59
59.46493216397589,3.4219097390082025,48.1,226.767,76.241,331.73
1.1872282747084346,2.370509196309405,97.6,255.429,141.422,259.39
90.31365769695005,1.8182599639710872,9.8,29.151999999999997,79.95,58.39
20.593226430727814,2.691953606077171,169.1,136.27700000000002,91.03200000000001,327.69
21.786919666622506,4.662348342788549,165.3,133.261,117.788,267.78
25.84406972315997,2.319762418719748,166.6,282.399,145.812,76.04
4.563498679486416,2.7106455779755554,160.9,284.86400000000003,102.02799999999999,159.1
152.60351069618645,3.7690701719933193,11.7,77.288,123.323,14.17
25.044672111069847,2.8328416396677274,61.7,76.148,44.888000000000005,356.67
41.89154374018005,3.854345161290323,53.6,43.364,27.504,15.8
300.7870105256428,2.358079747093296,139.9,116.991,57.251000000000005,274.8
39.732303122227165,3.767307268277668,167.9,259.074,146.273,85.78
54.47614073079336,4.232695155191862,75.6,313.893,97.859,51.29
8.747811312502037,3.1947615898480337,44.6,297.253,56.512,197.29
15.28318496345757,2.830716514753121,167.6,34.546,39.469,287.33
1.3965428330081098,3.561805646764705,53.4,145.191,35.86,330.23
120.39195268384807,4.57038780132184,39.2,40.419000000000004,117.52,305.92
242.61853433596775,3.250404975578373,106.0,144.84,103.965,329.27
80.75449533296016,3.283250585406439,146.1,312.551,57.113,20.39
22.048685865831565,3.262297809094287,6.9,208.269,34.068000000000005,44.77
163.7454669116218,3.309971153436652,84.0,84.292,49.854,269.82
3.433094735190314,3.3362763389685512,70.9,123.62100000000001,32.983000000000004,338.04
4.234213954188627,2.4268150118593494,86.0,144.41,101.98299999999999,326.19
8.38450271532599,3.7078846897553857,66.6,186.519,48.04600000000001,67.34
5.216446523199929,1.8569296325209452,4.7,267.189,67.339,67.69
3.1486192839003215,4.011885955013918,124.1,128.898,38.634,333.74
56.15215455519893,4.246227212421514,68.1,59.383,63.632,317.29
13.279228784467918,4.381659213028128,103.4,177.43599999999998,57.047,48.37
11.9630498110929,2.3361133520791397,44.6,106.75299999999999,58.88399999999999,69.14
24.42315549847312,2.12511188676641,102.4,294.02299999999997,119.194,57.97
1.527795286333443,1.8421022720748355,82.4,352.662,104.139,336.04
179.26362807171188,4.679546730203095,33.5,67.441,56.043,340.0
23.108746185472945,1.8041514707892476,43.9,125.62899999999999,50.023999999999994,275.42
3.1169667693334873,2.0367928791525456,74.7,316.493,57.713,19.0
34.56819728898614,2.461353097976303,103.9,59.21,79.714,52.53
7.166725431703441,5.17810658643481,10.9,136.005,123.72,346.09
20.4754701687487,2.7074455846041694,109.1,240.35299999999998,128.811,111.98
430.1212677483341,3.095213823257884,54.8,56.058,122.041,18.39
6.283075739266324,1.6354550707652742,94.0,139.523,36.799,87.11
1.349647817690266,2.0852515236429867,82.4,0.406,122.35600000000001,327.9
51.97844479653029,3.839234601418732,68.9,353.035,123.935,327.24
249.0832097865186,2.1160309194477676,162.8,262.66900000000004,129.951,185.78
31.22656890320663,3.8251371747430976,24.2,211.46599999999998,96.84100000000001,38.81
1.4272839398198223,1.9718277934604846,37.6,142.493,104.995,329.64
2.737987320273123,2.3187325715374367,105.3,146.813,52.227,78.42
56.077893508093574,4.812055262806743,21.5,220.592,88.279,48.49
4.972537125514519,2.5403332672872967,55.9,199.771,108.196,39.59
4.758179678600026,2.8610929496346715,43.9,10.530999999999999,122.265,341.31
39.46848894083063,4.429277587310485,34.8,6.687,129.136,338.59
3.7789513266388584,1.6800058617374496,105.3,208.40900000000002,94.899,51.49
70.46281792081253,3.236146494940245,63.9,141.754,108.62200000000001,331.17
3.63841860583712,5.198707178738578,90.0,311.738,137.689,26.88
34.47609592518787,2.086365594510972,74.9,231.507,78.663,324.18
61.33025744366629,2.8248020249035135,16.4,136.99200000000002,71.431,27.94
32.35484872908873,4.134772925279981,103.3,325.268,69.86,214.74
1.6786465117337899,2.6123160863195327,77.8,214.984,83.73,47.81
159.8205774941796,2.262196973531049,35.3,127.133,115.18700000000001,328.9
50.76040051433939,4.759130865655507,3.8,216.80700000000002,50.556000000000004,344.46
31.959205588657706,2.643873641709553,111.2,252.965,141.045,353.99
10.966903239989804,4.320806475245389,104.9,129.923,39.524,331.11
44.53046792823681,6.249517436367005,85.4,146.136,108.948,326.59
33.726267519361386,1.684458952807285,19.8,145.19899999999998,41.181000000000004,90.38
8.021869741778787,2.749569668107955,52.2,212.578,79.58,321.29
9.500481798532327,2.3629638338233394,147.3,148.954,108.529,329.31
1.9316282093418382,2.270182140297412,77.8,109.389,146.67,260.34
1.3565862477508854,2.0745884357610835,37.6,12.443,31.518,169.34
56.80775491322084,2.966745597889839,80.2,69.23,62.353,337.88
61.47918619385481,2.935078192985113,90.9,121.399,57.157,302.1
18.339256155114878,1.984274729317439,17.3,127.93700000000001,42.162,330.34
1.1558702485269394,1.58548158616704,49.1,201.011,89.059,52.59
79.21412048131354,2.623310961189362,2.5,128.671,87.81,40.73
4.531014146198531,2.8745377717410867,37.1,112.585,54.08,274.76
55.83055646249663,5.044402532812279,75.5,322.382,68.635,32.81
2.948225049705631,2.952573194223217,107.5,12.857999999999999,69.312,322.43
1.5278039094128666,1.8420918750637394,82.4,357.14300000000003,93.45700000000001,335.44
15.762185044350328,2.6450356322131183,16.1,167.618,86.745,19.17
9.53575220848597,2.601313639540643,168.1,166.24900000000002,35.448,108.18
25.63454353028988,2.216168185821568,1.9,144.93200000000002,55.783,284.74
10.946350810211916,3.952224332397812,72.4,268.613,53.898,201.43
74.5421931942756,4.449830717810185,154.2,77.212,38.023,88.44
15.115226204504257,4.641827768359307,77.8,143.974,57.327,285.66
353.50153082581204,2.564665958409492,133.8,310.093,59.878,29.36
2.4308766782670004,3.338630877948062,81.1,119.257,40.323,336.54
42.950484787365674,2.6027278736591333,157.2,239.007,130.188,196.12
74.9477330331968,2.455645531282785,28.1,44.163000000000004,114.416,29.08
117.77189371163492,2.0545596924776897,84.3,179.92,138.924,83.63
20.731021085863578,10.629953769367207,157.7,132.464,131.281,352.71
1.5861297698022614,1.7743555384168634,37.6,298.563,140.217,22.29
